vendor,product_area,release_date,title,description,source_url,source_type,topic_category,topic_subcategory,release_substance,is_breaking_change,confidence
Anthropic,Claude Code,2025-04-18,Claude Code 0.2.74,"Added support for refreshing dynamically generated API keys (via apiKeyHelper), with a 5 minute TTL Task tool can now perform writes and run bash commands",https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-04-18,Claude Code 0.2.72,Updated spinner to indicate tokens loaded and tool usage,https://code.claude.com/docs/en/changelog,changelog,coding,model support,maintenance,False,high
Anthropic,Claude Code,2025-04-17,Claude Code 0.2.70,Network commands like curl are now available for Claude to use Claude can now run multiple web queries in parallel Pressing ESC once immediately interrupts Claude in Auto-accept mode,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-04-17,Claude Code 0.2.69,Fixed UI glitches with improved Select component behavior Enhanced terminal output display with better text truncation logic,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-04-17,Claude Code 0.2.67,Shared project permission rules can be saved in .claude/settings.json,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-04-17,Claude Code 0.2.66,Print mode (-p) now supports streaming output via —output-format=stream-json Fixed issue where pasting could trigger memory or bash mode unexpectedly,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-04-17,Claude Code 0.2.63,"Fixed an issue where MCP tools were loaded twice, which caused tool call errors",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.61,Navigate menus with vim-style keys (j/k) or bash/emacs shortcuts (Ctrl+n/p) for faster interaction Enhanced image detection for more reliable clipboard paste functionality Fixed an issue where ESC key could crash the conversation history selector,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.59,Copy+paste images directly into your prompt Improved progress indicators for bash and fetch tools Bugfixes for non-interactive mode (-p),https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.54,Quickly add to Memory by starting your message with ’#’ Press ctrl+r to see full output for long tool results Added support for MCP SSE transport,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.53,New web fetch tool lets Claude view URLs that you paste in Fixed a bug with JPEG detection,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.50,New MCP “project” scope now allows you to add MCP servers to .mcp.json files and commit them to your repository,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.49,Previous MCP server scopes have been renamed: previous “project” scope is now “local” and “global” scope is now “user”,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.47,Press Tab to auto-complete file and folder names Press Shift + Tab to toggle auto-accept for file edits Automatic conversation compaction for infinite conversation length (toggle with /config),https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,maintenance,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.44,Ask Claude to make a plan with thinking mode: just say ‘think’ or ‘think harder’ or even ‘ultrathink’,https://code.claude.com/docs/en/changelog,changelog,coding,model support,maintenance,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.41,MCP server startup timeout can now be configured via MCP_TIMEOUT environment variable MCP server startup no longer blocks the app from starting up,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.37,New /release-notes command lets you view release notes at any time claude config add/remove commands now accept multiple values separated by commas or spaces,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.36,Import MCP servers from Claude Desktop with claude mcp add-from-claude-desktop Add MCP servers as JSON strings with claude mcp add-json <n> <json>,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.34,Vim bindings for text input - enable with /vim or /config,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,maintenance,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.32,Interactive MCP setup wizard: Run “claude mcp add” to add MCP servers with a step-by-step interface Fix for some PersistentShell issues,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.31,Custom slash commands: Markdown files in .claude/commands/ directories now appear as custom slash commands to insert prompts into your conversation MCP debug mode: Run with —mcp-debug flag to get more information about MCP server errors,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.30,Added ANSI color theme for better terminal compatibility Fixed issue where slash command arguments weren’t being sent properly (Mac-only) API keys are now stored in macOS Keychain,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.26,New /approved-tools command for managing tool permissions Word-level diff display for improved code readability Fuzzy matching for slash commands,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-04-02,Claude Code 0.2.21,Fuzzy matching for /commands,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,maintenance,False,high
